artist,album,track_title,track_n,lyric,line,year
Taylor Swift,Taylor Swift,A Place In This World,4,Who feels the way I do,6,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",7,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",8,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"Oh, I'm just a girl, trying to find a place in this world",9,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"Got the radio on, my old blue jeans",10,2006
Taylor Swift,Taylor Swift,A Place In This World,4,And I'm wearing my heart on my sleeve,11,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"Feeling lucky today, got the sunshine",12,2006
Taylor Swift,Taylor Swift,A Place In This World,4,Could you tell me what more do I need,13,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"And tomorrow's just a mystery, oh yeah",14,2006
Taylor Swift,Taylor Swift,A Place In This World,4,But that's OK,15,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",16,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",17,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"Oh, I'm just a girl, trying to find a place in this world",18,2006
Taylor Swift,Taylor Swift,A Place In This World,4,Maybe I'm just a girl on a mission,19,2006
Taylor Swift,Taylor Swift,A Place In This World,4,But I'm ready to fly,20,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"I'm alone, on my own, and that's all I know",21,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"I'll be strong, I'll be wrong, oh but life goes on",22,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"Oh I'm alone, on my own, and that's all I know",23,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"Oh I'm just a girl, trying to find a place in this world",24,2006
Taylor Swift,Taylor Swift,A Place In This World,4,Oh I'm just a girl,25,2006
Taylor Swift,Taylor Swift,A Place In This World,4,"Oh I'm just a girl, oh, oh",26,2006
Taylor Swift,Taylor Swift,A Place In This World,4,Oh I'm just a girl,27,2006
Taylor Swift,Taylor Swift,Cold as You,5,You have a way of coming easily to me,1,2006
Taylor Swift,Taylor Swift,Cold as You,5,"And when you take, you take the very best of me",2,2006
Taylor Swift,Taylor Swift,Cold as You,5,So I start a fight cause I need to feel something,3,2006
Taylor Swift,Taylor Swift,Cold as You,5,And you do what you want cause I'm not what you wanted,4,2006
Taylor Swift,Taylor Swift,Cold as You,5,"Oh what a shame, what a rainy ending given to a perfect day",5,2006
Taylor Swift,Taylor Swift,Cold as You,5,"Just walk away, no use defending words that you will never say",6,2006
Taylor Swift,Taylor Swift,Cold as You,5,And now that I'm sitting here thinking it through,7,2006
Taylor Swift,Taylor Swift,Cold as You,5,I've never been anywhere cold as you,8,2006
Taylor Swift,Taylor Swift,Cold as You,5,You put up walls and paint them all a shade of gray,9,2006
Taylor Swift,Taylor Swift,Cold as You,5,And I stood there loving you and wished them all away,10,2006
Taylor Swift,Taylor Swift,Cold as You,5,And you come away with a great little story,11,2006
Taylor Swift,Taylor Swift,Cold as You,5,Of a mess of a dreamer with the nerve to adore you,12,2006
Taylor Swift,Taylor Swift,Cold as You,5,"Oh what a shame, what a rainy ending given to a perfect day",13,2006
Taylor Swift,Taylor Swift,Cold as You,5,"Just walk away, no use defending words that you will never say",14,2006
Taylor Swift,Taylor Swift,Cold as You,5,And now that I'm sitting here thinking it through,15,2006
Taylor Swift,Taylor Swift,Cold as You,5,I've never been anywhere cold as you,16,2006
Taylor Swift,Taylor Swift,Cold as You,5,"You never did give a damn thing honey but I cried, cried for you",17,2006
Taylor Swift,Taylor Swift,Cold as You,5,"And I know you wouldn't have told nobody if I died, died for you",18,2006
Taylor Swift,Taylor Swift,Cold as You,5,(Died for you),19,2006
Taylor Swift,Taylor Swift,Cold as You,5,"Oh what a shame, what a rainy ending given to a perfect day",20,2006
Taylor Swift,Taylor Swift,Cold as You,5,Every smile you fake is so condescending,21,2006
Taylor Swift,Taylor Swift,Cold as You,5,Counting all the scars you made,22,2006
Taylor Swift,Taylor Swift,Cold as You,5,And now that I'm sitting here thinking it through,23,2006
Taylor Swift,Taylor Swift,Cold as You,5,I've never been anywhere cold as you,24,2006
Taylor Swift,Taylor Swift,The Outside,6,I didn't know what I would find,1,2006
Taylor Swift,Taylor Swift,The Outside,6,"When I went looking for a reason, I know",2,2006
Taylor Swift,Taylor Swift,The Outside,6,I didn't read between the lines,3,2006
Taylor Swift,Taylor Swift,The Outside,6,"And, baby, I've got nowhere to go",4,2006
Taylor Swift,Taylor Swift,The Outside,6,I tried to take the road less traveled by,5,2006
Taylor Swift,Taylor Swift,The Outside,6,But nothing seems to work the first few times,6,2006
Taylor Swift,Taylor Swift,The Outside,6,Am I right?,7,2006
Taylor Swift,Taylor Swift,The Outside,6,So how can I ever try to be better?,8,2006
Taylor Swift,Taylor Swift,The Outside,6,Nobody ever lets me in,9,2006
Taylor Swift,Taylor Swift,The Outside,6,"I can still see you, this ain't the best view",10,2006
Taylor Swift,Taylor Swift,The Outside,6,On the outside looking in,11,2006
Taylor Swift,Taylor Swift,The Outside,6,I've been a lot of lonely places,12,2006
Taylor Swift,Taylor Swift,The Outside,6,I've never been on the outside,13,2006
Taylor Swift,Taylor Swift,The Outside,6,"You saw me there, but never knew",14,2006
Taylor Swift,Taylor Swift,The Outside,6,I would give it all up to be,15,2006
Taylor Swift,Taylor Swift,The Outside,6,"A part of this, a part of you",16,2006
Taylor Swift,Taylor Swift,The Outside,6,And now it's all too late so you see,17,2006
Taylor Swift,Taylor Swift,The Outside,6,You could've helped if you had wanted to,18,2006
Taylor Swift,Taylor Swift,The Outside,6,But no one notices until it's too,19,2006
Taylor Swift,Taylor Swift,The Outside,6,Late to do anything,20,2006
Taylor Swift,Taylor Swift,The Outside,6,So how can I ever try to be better?,21,2006
Taylor Swift,Taylor Swift,The Outside,6,Nobody ever lets me in,22,2006
Taylor Swift,Taylor Swift,The Outside,6,"I can still see you, this ain't the best view",23,2006
Taylor Swift,Taylor Swift,The Outside,6,On the outside looking in,24,2006
Taylor Swift,Taylor Swift,The Outside,6,I've been a lot of lonely places,25,2006
Taylor Swift,Taylor Swift,The Outside,6,I've never been on the outside,26,2006
Taylor Swift,Taylor Swift,The Outside,6,So how can I ever try to be better?,27,2006
Taylor Swift,Taylor Swift,The Outside,6,Nobody ever lets me in,28,2006
Taylor Swift,Taylor Swift,The Outside,6,"I can still see you, this ain't the best view",29,2006
Taylor Swift,Taylor Swift,The Outside,6,On the outside looking in,30,2006
Taylor Swift,Taylor Swift,The Outside,6,I've been a lot of lonely places,31,2006
Taylor Swift,Taylor Swift,The Outside,6,I've never been on the outside,32,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Seems the only one who doesn't see your beauty,1,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Is the face in the mirror looking back at you,2,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,You walk around here thinking you're not pretty,3,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,"But that's not true, 'cause I know you",4,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Hold on,5,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Baby you're losing it,6,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,The water's high,7,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,You're jumping into it,8,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,And letting go,9,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,And no one knows,10,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,That you cry,11,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,But you don't tell anyone,12,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,That you might,13,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Not be the golden one,14,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,And you're tied together with a smile,15,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,But you're coming undone,16,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,I guess it's true that love was all you wanted,17,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,'Cause you're giving it away like it's extra change,18,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Hoping it will end up in his pocket,19,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,But he leaves you out like a penny in the rain,20,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,"Oh, 'cause it's not his price to pay",21,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Not his price to pay,22,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Hold on,23,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Baby you're losing it,24,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,The water's high,25,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,You're jumping into it,26,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,And letting go,27,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,And no one knows,28,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,That you cry,29,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,But you don't tell anyone,30,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,That you might,31,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Not be the golden one,32,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,And you're tied together with a smile,33,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,But you're coming undone,34,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Hold on,35,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Baby you're losing it,36,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,The water's high,37,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,You're jumping into it,38,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,And letting go,39,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,And no one knows,40,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,That you cry,41,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,But you don't tell anyone,42,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,That you might,43,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,Not be the golden one,44,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,And you're tied together with a smile,45,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,But you're coming undone,46,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,You're tied together with a smile,47,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,But you're coming undone oh,48,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,"Goodbye, baby",49,2006
Taylor Swift,Taylor Swift,Tied Together With A Smile,7,"With a smile, baby, baby",50,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Cory's eyes are like a jungle,1,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,"He smiles, it's like the radio",2,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,He whispers songs into my window,3,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,In words that nobody knows,4,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,These pretty girls on every corner,5,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,They watch him as he's walking home,6,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,"Saying, ""Does he know?""",7,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Will you ever know?,8,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,You're beautiful,9,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Every little piece love,10,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,And don't you know,11,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,You're really gonna be someone,12,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Ask anyone,13,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,And when you find everything you looked for,14,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,I hope your life will lead you back to my door,15,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,"Oh, but if it don't",16,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Stay beautiful,17,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Cory finds another way to be,18,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,The highlight of my day,19,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,I'm taking pictures in my mind,20,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,So I can save them for a rainy day,21,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,It's hard to make a conversation,22,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,When he's taking my breath away,23,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,"I should say, hey, by the way",24,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,You're beautiful,25,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Every little piece love,26,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,And don't you know,27,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,You're really gonna be someone,28,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Ask anyone,29,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,And when you find everything you looked for,30,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,I hope your life will lead you back to my door,31,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,"Oh, but if it don't",32,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Stay beautiful,33,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,If you and I are a story,34,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,That never gets told,35,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,If what you are is a daydream,36,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,I'll never get to hold,37,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,At least you'll know,38,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,You're beautiful,39,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Every little piece love,40,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,And don't you know,41,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,You're really gonna be someone,42,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Ask anyone,43,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,And when you find everything you looked for,44,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,I hope your life will lead you back to my front door,45,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,"Oh, but if it don't",46,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,Will you stay,47,2006
Taylor Swift,Taylor Swift,Stay Beautiful,8,"Beautiful, beautiful, beautiful?",48,2006
